"id","Количество.комнат","Студия","Общая.площадь","Этаж","Этажей.в.доме","Парковка","Цена","Без.ремонта","Дизайнерский","Евроремонт","Косметический","Балкон","Лоджия","Совмещенный.санузел","Раздельный.санузел","Лифт","Грузовой.лифт","Мусоропровод","Год.постройки","Аварийный","Железобетонные.перекрытия","Смешанные.перекрытия","Деревянные.перекрытия","Иные.перекрытия","Панельные.стены","Блочные.стены","Деревянные.стены","Кирпичные.стены","Монолитные.стены","Смешанные.стены","Школа.1000","ВУЗ.1000","ТЦ.1000","Стоматология.1000","Почта.1000","Поликлиника.1000","Парк.1000","Остановка.1000","Одежда..1000","Супер3кет.1000","Кинотеатр.1000","Кафе.1000","АЗС.1000","Детский.сад.1000","Бар.1000","Банк.1000","Аптека.1000"
"401",1,0,30.3,4,5,0,1700000,0,0,0,1,0,0,1,0,0,0,0,1974,0,1,0,0,0,1,0,0,0,0,0,3,1,1,5,3,2,1,8,4,5,0,7,3,12,2,5,12
"402",1,0,29.5,2,2,0,1350000,0,0,0,1,1,1,1,0,0,0,0,1960,1,0,0,1,0,0,1,0,0,0,0,5,0,1,6,3,2,2,9,5,3,0,8,1,17,2,8,17
"403",5,0,116,5,10,1,6800000,0,0,1,0,2,0,0,2,1,0,1,1996,0,1,0,0,0,1,0,0,0,0,0,8,5,2,18,4,4,3,27,25,12,0,15,2,29,9,18,31
"404",2,0,53,9,10,0,3300000,0,0,0,1,0,2,0,2,1,0,1,1998,0,1,0,0,0,1,0,0,0,0,0,7,6,3,23,4,3,3,29,44,11,1,19,2,28,9,20,32
"405",2,0,50.6,2,5,0,3150000,0,0,0,1,0,1,0,1,0,0,0,1977,0,1,0,0,0,0,0,0,1,0,0,7,6,3,24,4,3,3,29,42,11,1,19,2,28,9,20,31
"406",3,0,65,9,9,0,4050000,0,0,0,1,1,0,0,1,1,0,1,1981,0,1,0,0,0,0,0,0,1,0,0,5,4,5,16,3,3,3,28,59,10,1,24,2,22,8,18,26
"407",5,0,122,7,10,0,7e+06,0,1,0,0,1,0,1,1,0,0,1,2001,0,1,0,0,0,1,0,0,0,0,0,8,5,3,21,4,4,3,29,40,12,1,19,2,29,9,19,31
"408",1,0,34,9,16,0,1950000,0,0,0,1,0,1,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,5,1,0,3
"409",1,0,38,14,17,1,1900000,0,0,0,1,1,0,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,5,1,0,3
"410",2,0,65.4,9,14,0,2976200,0,0,0,1,1,0,0,1,4,0,1,2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,1,4,1,0,3
"411",2,0,62,8,16,1,2800000,0,0,0,1,1,0,0,1,1,1,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,3
"412",2,0,64,2,17,0,2800000,0,0,0,1,1,0,0,1,0,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,3
"413",2,0,60,9,17,0,2800000,0,0,0,1,0,0,0,0,0,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,3
"414",1,0,43.6,9,17,0,1990000,0,0,0,1,1,0,1,0,1,1,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"415",1,0,30,5,16,1,1500000,0,0,0,1,1,0,0,0,1,1,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"416",2,0,61,11,19,0,2800000,0,0,0,1,1,0,0,1,1,1,0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"417",1,0,45,14,16,0,2300000,0,0,0,1,1,0,1,0,0,0,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"418",1,0,43.7,9,16,0,2e+06,0,0,0,1,1,0,1,0,0,0,0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"419",1,0,35.9,4,16,0,1850000,0,0,0,1,1,0,1,0,0,0,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"420",1,0,28,5,16,1,1510000,0,0,0,1,1,0,1,0,1,1,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"421",1,0,29,5,17,1,1500000,0,0,0,1,1,0,1,0,1,0,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"422",1,0,45,10,17,1,2400000,0,0,1,0,0,1,1,0,1,1,1,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"423",1,0,42,5,16,0,2350000,0,0,1,0,1,0,0,0,1,1,0,2015,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,2
"424",3,0,58.9,6,17,0,3200000,0,0,0,1,1,0,0,1,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,2
"425",1,0,40.7,7,15,0,2150000,0,0,0,1,0,1,0,1,1,0,1,2016,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,3,0,0,2
"426",2,0,75,2,10,0,3500000,0,0,0,1,1,1,0,1,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,3
"427",1,0,41,7,10,0,2350000,0,0,0,1,1,0,0,1,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,3
"428",1,0,42,4,10,0,2200000,0,0,0,1,1,0,0,1,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,3
"429",1,0,23.6,9,10,0,1140000,0,0,0,1,0,0,0,0,1,0,1,2012,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,3
"430",1,1,27,14,18,0,1700000,0,0,0,1,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"431",1,0,26,3,18,0,1600000,0,0,0,1,0,1,0,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"432",1,1,26,12,16,0,1390000,0,0,0,1,1,0,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"433",1,1,25,6,16,0,1380000,0,0,0,1,0,1,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"434",1,0,26,15,18,0,1200000,0,0,0,1,1,0,1,0,1,0,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"435",1,0,37.7,9,18,0,2300000,0,0,0,1,1,0,1,0,0,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"436",1,0,39.1,6,18,0,1980000,0,0,0,1,0,1,1,0,1,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
"437",2,0,66,3,17,1,3250000,0,0,0,1,1,0,0,1,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,3
"438",2,0,66,15,18,1,3250000,0,0,0,1,1,0,0,1,1,1,1,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,1,0,3
"439",1,0,28,15,18,0,1450000,0,0,0,1,0,0,1,0,1,0,1,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,4,1,0,3
"440",2,0,69,5,17,0,3400000,0,0,0,1,1,0,0,1,1,0,1,2015,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"441",1,0,47,14,17,1,2300000,0,0,0,1,0,0,1,0,2,1,1,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"442",2,0,48,12,17,0,2100000,0,0,0,1,0,0,0,0,1,0,0,1999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"443",1,0,47,14,17,0,2500000,0,0,0,1,0,0,1,0,2,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"444",1,0,47.7,14,19,1,2300000,0,0,0,1,0,0,1,0,2,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"445",1,0,47.2,14,17,0,2300000,0,0,0,1,0,0,1,0,1,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"446",1,1,27,4,17,1,1550000,0,0,0,1,0,0,1,0,2,1,1,2016,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,5,1,0,4
"447",3,0,49,2,5,0,2050000,0,0,1,0,1,0,0,1,0,0,0,1972,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,1
"448",2,0,44.3,5,5,0,2300000,0,1,0,0,1,0,1,0,0,0,0,1971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,0,1
"449",2,0,42,8,9,0,2200000,0,0,0,1,0,1,1,0,1,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,5,6,1,7,0,3,0,10,13,5,1,9,6,11,6,1,11
"450",1,0,36,15,15,0,1800000,0,0,0,1,0,1,0,1,1,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2
"451",1,0,25.2,5,15,0,1450000,0,0,0,1,1,0,1,0,0,0,0,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2
"452",1,0,25,12,15,0,1350000,0,0,0,1,1,0,1,0,1,0,1,2017,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,2
"453",2,0,49,6,15,0,2650000,0,0,0,1,2,0,0,1,0,0,0,2018,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,3
"454",3,0,63,5,5,0,3400000,0,0,0,1,0,2,0,1,0,0,0,1988,0,1,0,0,0,0,0,0,1,0,0,6,0,2,6,3,0,0,10,4,4,0,8,4,14,1,7,11
"455",2,0,44,5,5,0,2480000,0,0,1,0,1,0,1,0,0,0,0,1970,0,1,0,0,0,1,0,0,0,0,0,6,2,2,3,3,2,0,10,4,5,0,4,3,12,1,5,10
"456",2,0,51,9,9,0,2700000,0,0,0,1,0,1,0,1,1,0,1,1996,0,1,0,0,0,0,0,0,1,0,0,6,1,1,7,2,0,0,16,1,2,0,7,2,10,2,4,5
"457",2,0,44.6,1,5,1,2200000,0,0,0,1,0,1,0,1,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,7,2,2,5,3,1,0,11,4,5,0,4,3,12,1,6,10
"458",2,0,43,1,5,0,2450000,0,0,1,0,0,0,0,1,0,0,0,1972,0,1,0,0,0,0,0,0,1,0,0,6,1,1,3,3,1,0,9,4,4,0,4,3,11,1,5,9
"459",1,0,30.4,4,5,0,1450000,0,0,0,1,0,0,0,0,0,0,0,1973,0,1,0,0,0,0,0,0,1,0,0,6,0,1,4,2,0,0,7,3,4,0,6,1,7,1,5,8
"460",3,0,77,2,9,0,4300000,0,0,0,1,1,0,0,1,1,0,1,1981,0,1,0,0,0,1,0,0,0,0,0,5,0,1,3,2,0,0,7,3,2,0,5,1,6,1,5,6
"461",3,0,51,3,5,0,2200000,0,0,0,1,1,0,1,0,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,6,0,1,5,2,0,0,9,3,2,0,5,1,10,1,5,6
"462",2,0,54,9,9,1,3e+06,0,1,0,0,1,1,0,0,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,5,0,0,4,2,0,0,5,1,1,0,3,1,6,1,4,5
"463",3,0,58,4,5,0,3e+06,0,0,0,1,0,1,0,1,0,0,0,1985,0,1,0,0,0,0,0,0,1,0,0,6,0,1,5,4,0,0,9,3,3,0,6,1,10,1,7,9
"464",3,0,63,2,5,0,2700000,0,0,0,1,0,1,1,0,0,0,0,1985,0,1,0,0,0,0,0,0,1,0,0,6,0,1,5,4,0,0,9,3,3,0,6,1,10,1,7,9
"465",1,1,31.8,15,17,1,1800000,0,0,0,1,1,0,1,0,1,1,1,2014,0,1,0,0,0,0,0,0,1,0,0,7,6,2,4,3,3,1,9,6,3,0,7,3,16,3,9,18
"466",1,1,31.6,13,16,1,2e+06,0,0,1,0,1,0,1,0,1,1,1,2014,0,1,0,0,0,0,0,0,1,0,0,7,6,2,4,3,3,1,9,6,3,0,7,3,16,3,9,18
"467",2,0,45,3,5,0,2900000,0,0,0,1,1,0,0,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,9,6,2,6,3,3,1,10,6,3,0,8,3,16,5,9,19
"468",3,0,81,8,10,0,4500000,0,0,1,0,2,0,0,1,1,0,1,2012,0,1,0,0,0,0,0,0,0,1,0,9,6,2,5,4,3,1,9,6,3,0,9,3,17,5,9,19
"469",4,0,59,5,5,0,2450000,0,0,0,1,1,0,0,1,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,10,6,2,8,4,4,2,10,8,3,0,9,3,17,5,10,21
"470",1,0,31,5,5,0,1550000,0,0,0,1,0,0,0,0,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,3,1,1,5,2,2,1,8,2,5,0,7,3,11,1,4,11
"471",2,0,38.5,1,2,0,1450000,0,0,0,1,0,0,1,0,0,0,0,1957,0,0,0,1,0,0,1,0,0,0,0,4,1,2,5,4,2,1,10,4,5,0,7,3,11,2,6,12
"472",2,0,45.9,1,2,0,1690000,0,0,0,1,0,0,1,0,0,0,0,1949,0,0,0,1,0,0,0,1,0,0,0,3,0,3,3,1,2,0,5,8,2,0,3,1,4,2,2,5
"473",1,0,32,2,5,0,1800000,0,0,0,1,0,0,0,0,0,0,0,1951,0,1,0,0,0,0,0,0,1,0,0,6,5,2,18,4,5,2,14,44,5,1,20,4,11,12,17,13
"474",4,0,65.5,1,5,0,3300000,0,0,0,1,0,0,1,0,0,0,0,1979,0,1,0,0,0,1,0,0,0,0,0,5,3,1,10,2,0,0,12,15,9,0,10,2,21,4,11,21
"475",2,0,45.4,1,9,0,2650000,0,0,0,1,1,0,0,1,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,5,1,2,3,0,2,0,2,0,4,0,0,1,8,1,1,4
"476",1,0,36,1,9,0,1850000,0,0,0,1,0,0,1,0,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,5,1,2,3,0,2,0,2,0,4,0,0,1,8,1,1,4
"477",1,0,32.1,4,10,0,1850000,0,0,0,1,1,0,1,0,1,0,1,2013,0,1,0,0,0,1,0,0,0,0,0,5,1,2,3,0,2,0,2,0,4,0,0,1,8,1,1,4
"478",2,0,54,1,9,0,2400000,0,0,0,1,0,1,0,0,2,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,3,1,2,3,0,2,0,2,0,4,0,0,1,8,1,1,4
"479",3,0,66,3,10,0,2750000,0,0,0,1,0,2,0,1,1,0,1,1988,0,1,0,0,0,1,0,0,0,0,0,6,1,2,4,0,2,0,2,1,2,0,0,2,8,1,1,4
"480",2,0,57,1,9,0,2450000,0,0,0,1,0,1,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,1,2,5,0,2,0,2,0,4,0,0,2,9,1,1,5
"481",3,0,67,4,9,0,3550000,0,0,0,1,0,1,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,1,2,5,0,2,0,2,0,4,0,0,2,9,1,1,5
"482",2,0,54,9,9,0,2500000,0,0,0,1,0,1,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,1,2,5,0,2,0,2,0,4,0,0,2,9,1,1,5
"483",2,0,49,4,9,0,2400000,0,0,0,1,0,1,0,0,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,1,2,5,0,2,0,2,0,4,0,0,2,9,1,1,5
"484",2,0,48,6,9,0,2400000,0,0,0,1,0,1,0,1,1,0,1,1982,0,1,0,0,0,1,0,0,0,0,0,6,1,2,5,0,2,0,2,0,4,0,0,2,9,1,1,5
"485",2,0,46,4,5,0,2500000,0,0,0,1,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,4,1,3,5,3,3,1,11,5,9,0,4,2,15,4,6,18
"486",1,0,31,3,5,0,1700000,0,0,0,1,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,4,1,3,5,3,3,1,11,5,9,0,4,2,15,4,6,18
"487",2,0,41,3,9,0,2250000,0,0,0,1,0,1,0,1,1,0,1,1973,0,1,0,0,0,1,0,0,0,0,0,6,1,3,7,5,5,1,12,5,11,0,6,1,21,3,8,17
"488",1,0,60,8,9,1,2600000,0,0,0,1,1,0,0,1,1,0,1,1983,0,1,0,0,0,0,0,0,1,0,0,6,1,3,9,3,5,1,13,3,11,0,9,2,22,3,8,17
"489",1,0,36.3,3,9,0,2200000,0,0,0,1,1,0,0,1,1,0,1,1983,0,1,0,0,0,0,0,0,1,0,0,6,1,3,9,3,5,1,13,3,11,0,9,2,22,3,8,17
"490",3,0,74,6,9,0,3400000,0,0,0,1,1,0,0,1,1,0,1,1977,0,1,0,0,0,1,0,0,0,0,0,7,1,3,9,4,5,1,13,4,9,0,6,1,21,4,8,19
"491",3,0,74,5,9,0,3750000,0,0,0,1,1,0,1,0,0,0,0,1978,0,1,0,0,0,1,0,0,0,0,0,8,0,2,10,4,7,0,12,3,13,0,10,2,23,4,11,17
"492",1,0,11,3,9,1,5e+05,0,0,0,1,0,0,0,0,2,0,1,1978,0,1,0,0,0,1,0,0,0,0,0,7,0,2,7,4,6,0,10,4,10,0,7,2,20,5,12,15
"493",1,0,30,9,9,0,1700000,0,0,0,1,1,0,0,0,1,0,1,1987,0,1,0,0,0,1,0,0,0,0,0,9,0,2,7,4,6,0,10,4,8,0,8,2,19,5,12,16
"494",4,0,80,2,9,0,3850000,0,0,0,1,0,2,0,0,1,0,1,1975,0,1,0,0,0,1,0,0,0,0,0,8,0,1,7,4,6,0,9,3,8,0,8,2,18,3,11,14
"495",1,0,36,9,9,1,1990000,0,0,0,1,0,1,0,1,1,0,1,1990,0,1,0,0,0,0,0,0,1,0,0,8,0,1,7,4,6,0,9,3,7,0,8,2,16,3,11,13
"496",3,0,66.7,2,9,0,3600000,0,0,0,1,1,0,0,1,1,0,1,1974,0,1,0,0,0,1,0,0,0,0,0,6,0,1,5,2,3,0,8,4,5,0,6,4,9,3,7,8
"497",4,0,80,1,9,0,3500000,0,0,0,1,0,0,0,1,1,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,4,0,1,4,2,2,0,7,30,6,1,10,4,8,3,7,9
"498",2,0,53,6,10,0,3200000,0,0,0,1,0,1,0,1,0,1,1,1975,0,1,0,0,0,1,0,0,0,0,0,4,0,1,4,2,2,0,7,30,6,1,10,4,8,3,7,9
"499",3,0,61.7,2,5,0,3400000,0,0,0,1,1,0,0,1,0,0,0,1971,0,1,0,0,0,0,0,0,1,0,0,7,0,3,7,3,4,1,13,5,12,0,5,1,18,4,9,17
"500",2,0,39,2,12,0,2450000,0,0,0,1,0,2,0,1,1,0,1,1983,0,1,0,0,0,1,0,0,0,0,0,9,0,3,6,3,4,1,13,5,11,0,5,1,22,4,8,18
"501",2,0,47,4,5,0,2350000,0,0,0,1,1,0,1,0,0,0,0,1964,0,1,0,0,0,1,0,0,0,0,0,3,1,3,3,2,3,1,12,3,8,0,3,2,13,5,3,15
"502",3,0,65.2,1,9,0,3800000,0,0,0,1,0,0,0,1,1,0,1,1985,0,1,0,0,0,1,0,0,0,0,0,7,0,0,6,3,6,0,8,2,7,0,8,1,16,3,9,10
"503",2,0,58,6,10,0,3500000,0,0,0,1,2,1,0,0,1,0,1,2001,0,1,0,0,0,1,0,0,0,0,0,6,0,0,6,3,5,0,9,2,7,0,7,1,13,3,9,10
"504",4,0,79,4,9,0,3950000,0,0,0,1,2,0,0,1,1,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,6,0,0,6,2,2,0,8,2,5,0,6,4,9,3,7,8
"505",3,0,66.7,10,10,0,3800000,0,0,1,0,1,1,0,1,1,0,1,1999,0,1,0,0,0,1,0,0,0,0,0,6,0,0,5,2,2,0,8,2,5,0,6,4,11,3,8,8
"506",4,0,95,4,4,0,5100000,0,1,0,0,1,0,0,1,0,0,0,1937,0,0,0,1,0,0,0,0,1,0,0,7,11,3,18,5,5,3,19,62,8,1,36,4,14,22,27,22
"507",4,0,118,4,5,0,5900000,0,0,0,1,3,0,0,1,0,0,0,1941,0,0,0,1,0,0,0,0,1,0,0,7,23,5,22,5,7,3,19,71,9,1,39,4,16,29,29,22
"508",3,0,63,5,9,0,3600000,0,0,0,1,0,1,0,1,1,0,1,1985,0,1,0,0,0,0,0,0,1,0,0,6,9,2,19,5,5,2,16,42,7,0,25,4,13,11,18,16
"509",3,0,70,2,4,0,4350000,0,0,0,1,0,0,0,1,0,0,0,1947,0,0,0,1,0,0,0,0,1,0,0,6,10,2,19,5,5,2,18,43,8,0,26,4,13,11,21,16
"510",1,0,45,3,4,0,2600000,0,0,0,1,0,0,0,1,0,0,0,1947,0,0,0,1,0,0,0,0,1,0,0,6,10,2,19,5,5,2,18,43,8,0,26,4,13,11,21,16
"511",2,0,53,2,5,1,3400000,0,0,0,1,1,0,0,1,0,0,0,1962,0,0,1,0,0,0,0,0,1,0,0,5,8,9,14,4,7,1,15,30,5,1,46,1,11,22,31,18
"512",3,0,94,2,5,0,5500000,0,0,0,1,0,0,1,0,0,0,0,1937,0,1,0,0,0,0,0,0,0,0,1,5,43,10,15,5,6,3,21,86,6,2,65,2,12,50,36,18
"513",2,0,47,1,2,0,2e+06,0,0,0,1,0,0,1,0,0,0,0,1959,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,2,0,0,0,0
"514",4,0,64,1,5,0,2250000,0,0,0,1,0,0,0,1,0,0,1,1983,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,1,2,0,0,0,0
"515",3,0,62,3,5,0,2399000,0,0,0,1,1,1,0,1,0,0,1,1986,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0
"516",2,0,44.8,3,5,0,2450000,0,0,0,1,1,0,0,1,0,0,0,1975,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,1,2,0,0,0,0,0,2,2,0,4
"517",2,0,47.6,2,9,0,2950000,0,0,0,1,1,0,0,0,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"518",2,0,48,6,9,0,2900000,0,0,0,1,1,0,0,1,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"519",2,0,47,7,9,0,2880000,0,0,0,1,0,0,0,0,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"520",2,0,47,2,9,0,2870000,0,0,0,1,0,0,0,0,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"521",2,0,47,2,9,0,2750000,0,0,0,1,1,0,0,1,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"522",2,0,47.4,4,9,0,2700000,0,0,0,1,1,0,0,1,1,0,0,1969,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,2,0,18,10,2,0,7,4,15,2,7,11
"523",4,0,60,2,5,0,3100000,0,0,0,1,1,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,8,2,2,9,2,2,0,18,9,2,0,7,4,14,1,6,11
"524",4,0,60,2,5,0,2800000,0,0,0,1,1,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,8,2,2,9,2,2,0,18,9,2,0,7,4,14,1,6,11
"525",3,0,50,5,5,0,2500000,0,0,0,1,1,0,1,0,0,0,0,1967,0,1,0,0,0,1,0,0,0,0,0,8,2,2,9,2,2,0,18,9,2,0,7,4,14,1,6,11
"526",2,0,47.7,9,9,0,2700000,0,0,0,1,0,1,1,0,1,0,1,1971,0,1,0,0,0,0,0,0,1,0,0,8,2,1,10,2,0,0,18,5,4,0,7,2,16,2,5,12
"527",1,0,42,5,10,0,2200000,0,0,0,1,1,0,0,1,1,0,0,2006,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,1,3,0,0,0,0,0,2,2,0,4
"528",1,0,42,9,10,1,2100000,0,0,0,1,1,0,0,1,1,0,0,2006,0,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,1,1,3,0,0,0,0,0,2,2,0,4
"529",1,0,41,1,10,0,2300000,0,0,0,1,0,0,0,1,1,0,0,2010,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,1,3,0,0,0,0,0,2,2,0,4
"530",2,0,48,5,5,0,2400000,0,0,0,1,1,0,0,1,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,0,0,18,8,3,0,7,2,16,2,7,11
"531",2,0,45,3,5,0,2450000,0,0,0,1,1,0,0,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,8,2,2,10,2,1,0,18,10,3,0,7,4,16,2,7,13
"532",2,0,62,7,18,0,3800000,0,0,0,1,1,0,0,0,0,0,1,2017,0,1,0,0,0,1,0,0,0,0,0,6,2,4,8,4,0,1,14,6,10,0,10,4,17,4,8,17
"533",1,0,35.4,2,2,0,1600000,0,0,0,1,0,0,1,0,0,0,0,1956,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1,0,0,0
"534",1,0,30.6,4,5,0,1700000,0,0,1,0,1,0,1,0,0,0,0,1966,0,1,0,0,0,1,0,0,0,0,0,7,2,4,10,3,1,0,12,6,12,0,8,3,20,3,6,17
"535",2,0,43,7,9,0,2750000,0,0,0,1,1,0,0,1,1,0,0,1972,0,1,0,0,0,0,0,0,1,0,0,8,2,3,9,3,3,0,14,6,14,0,9,3,19,4,6,20
